PriceofProduct,ProductCategory,DiscountApplied,TotalAmountPaid,PaymentMethod
98.35261854,Electronics,9.386583884,88.96603466,PayPal
102.7949337,Clothing,13.82748418,88.96744947,Debit Card
93.48482805,Home Decor,4.513895881,88.97093217,Cash
99.11191455,Books,10.14032734,88.97158721,PayPal
89.08787043,Clothing,0.111031493,88.97683894,Credit Card
90.87864681,Books,1.901541389,88.97710542,PayPal
105.4244883,Home Decor,16.44558654,88.97890178,PayPal
98.84324057,Clothing,9.862344016,88.98089655,PayPal
93.02955273,Clothing,4.046865268,88.98268746,PayPal
93.98910106,Clothing,5.005525323,88.98357574,Cash
93.09452393,Electronics,4.106204896,88.98831903,Credit Card
102.5810205,Clothing,13.58715067,88.99386983,Credit Card
99.06800732,Electronics,10.06720346,89.00080386,Cash
97.47348412,Electronics,8.471227285,89.00225684,Cash
108.5133943,Home Decor,19.50993488,89.00345941,Credit Card
99.604044,Books,10.5992447,89.0047993,Credit Card
90.01790116,Home Decor,1.010659434,89.00724173,PayPal
98.40423154,Clothing,9.394573369,89.00965817,Cash
103.3188418,Electronics,14.30911459,89.00972723,Debit Card
105.6581235,Books,16.64729511,89.01082839,PayPal
106.7319037,Books,17.71666592,89.0152378,PayPal
95.67778704,Home Decor,6.661642375,89.01614467,Debit Card
105.4537799,Electronics,16.43180891,89.02197101,Credit Card
91.56465336,Clothing,2.533680525,89.03097284,Cash
92.25823201,Home Decor,3.226294035,89.03193798,Debit Card
89.40752392,Books,0.373750434,89.03377349,Cash
89.44875882,Electronics,0.41271225,89.03604657,PayPal
89.0782503,Electronics,0.038110169,89.04014013,PayPal
102.6832641,Books,13.6304805,89.05278364,Credit Card
95.3193582,Home Decor,6.263055695,89.05630251,Debit Card
98.07085616,Electronics,9.014223363,89.0566328,Debit Card
93.2487384,Books,4.184613789,89.06412461,Cash
95.12819986,Home Decor,6.063082814,89.06511705,Cash
90.50660548,Home Decor,1.438180292,89.06842519,Cash
107.5134046,Home Decor,18.44152107,89.07188353,Credit Card
105.4198801,Clothing,16.34229417,89.07758595,PayPal
95.91956916,Clothing,6.832034776,89.08753438,PayPal
104.2264909,Clothing,15.13534393,89.09114697,PayPal
98.27846766,Home Decor,9.183745751,89.09472191,Debit Card
108.7007468,Home Decor,19.60575272,89.09499412,Cash
90.13778756,Clothing,1.041707861,89.0960797,Cash
93.73100373,Electronics,4.634656866,89.09634686,Debit Card
93.49946415,Home Decor,4.393971393,89.10549276,Credit Card
93.292776,Electronics,4.186977783,89.10579822,PayPal
96.5829066,Clothing,7.476498073,89.10640853,Cash
107.842446,Electronics,18.73512554,89.10732046,Debit Card
101.5467683,Books,12.43916714,89.10760114,Credit Card
93.91374714,Books,4.804617773,89.10912937,PayPal
104.3113495,Books,15.19457891,89.11677055,Debit Card
98.74445396,Clothing,9.61972144,89.12473252,PayPal
97.79265627,Clothing,8.664991096,89.12766517,Credit Card
92.54029503,Home Decor,3.411471835,89.1288232,Cash
95.289035,Books,6.158639775,89.13039523,Debit Card
106.0849544,Clothing,16.95419698,89.13075745,Credit Card
108.5115939,Books,19.38064985,89.13094409,PayPal
93.70642524,Electronics,4.575212031,89.13121321,Debit Card
96.44816709,Electronics,7.313620824,89.13454627,PayPal
103.4154144,Electronics,14.27185588,89.14355856,Credit Card
96.34980855,Electronics,7.200678426,89.14913012,Credit Card
93.41380406,Home Decor,4.263434179,89.15036988,PayPal
103.9173643,Home Decor,14.73964933,89.17771495,Cash
106.480793,Books,17.29334328,89.1874497,Credit Card
96.6014388,Books,7.411651358,89.18978744,Debit Card
91.11196459,Home Decor,1.919637595,89.192327,Cash
100.8700653,Electronics,11.67728377,89.19278156,Debit Card
97.02966606,Books,7.835907578,89.19375848,PayPal
102.9425419,Clothing,13.73798676,89.20455518,Credit Card
99.56927354,Electronics,10.35817187,89.21110167,Cash
106.0636249,Books,16.85107483,89.21255009,Cash
99.18935824,Books,9.975727689,89.21363055,PayPal
92.5259172,Home Decor,3.306693915,89.21922329,Debit Card
104.1234453,Clothing,14.90265765,89.22078767,Cash
100.4749543,Home Decor,11.2501425,89.22481179,Credit Card
99.9945307,Home Decor,10.76336392,89.23116678,PayPal
105.9345146,Electronics,16.70323709,89.23127747,PayPal
96.87504174,Books,7.643114476,89.23192726,Credit Card
102.817933,Clothing,13.58512978,89.23280324,Cash
102.3693988,Electronics,13.12895906,89.2404397,Debit Card
97.71094322,Clothing,8.468367097,89.24257612,Cash
107.648023,Electronics,18.39841494,89.24960808,Debit Card
93.90556355,Home Decor,4.655462229,89.25010132,Debit Card
94.8101745,Electronics,5.559048409,89.25112609,Cash
93.06428615,Books,3.811931949,89.2523542,Cash
104.8503127,Books,15.59771992,89.25259277,Debit Card
94.77982857,Books,5.522613076,89.25721549,Credit Card
92.6219233,Electronics,3.361100147,89.26082315,Cash
99.02403312,Clothing,9.762701896,89.26133122,Cash
96.5703437,Home Decor,7.308178454,89.26216525,PayPal
90.6289092,Clothing,1.365504103,89.2634051,Cash
93.3315534,Clothing,4.066593065,89.26496034,Debit Card
96.76154197,Clothing,7.496273219,89.26526875,PayPal
108.3601064,Electronics,19.09255661,89.26754983,Credit Card
95.82542904,Home Decor,6.550895468,89.27453357,Credit Card
98.38078864,Books,9.097036642,89.283752,Debit Card
95.04826652,Home Decor,5.761451185,89.28681534,Cash
93.93284176,Home Decor,4.644243722,89.28859804,Credit Card
105.2028748,Electronics,15.91142895,89.29144587,PayPal
90.57657562,Home Decor,1.284285793,89.29228983,Credit Card
98.30895398,Home Decor,9.016283756,89.29267022,Debit Card
96.14485209,Electronics,6.852128062,89.29272403,Debit Card
102.1059048,Home Decor,12.8122751,89.29362965,Credit Card
90.32869368,Electronics,1.030556961,89.29813672,Cash
97.37004508,Clothing,8.070674874,89.29937021,Credit Card
102.555997,Books,13.256241,89.299756,PayPal
97.67210972,Home Decor,8.36745277,89.30465695,Debit Card
103.612775,Clothing,14.30670712,89.30606792,Cash
95.29653192,Books,5.989498087,89.30703383,Credit Card
94.32747328,Home Decor,5.019558686,89.30791459,PayPal
94.74550926,Electronics,5.433999203,89.31151006,Debit Card
94.88300226,Clothing,5.570066007,89.31293625,Cash
105.2967011,Books,15.98118257,89.31551848,Cash
106.233623,Electronics,16.91661367,89.31700933,PayPal
92.3568856,Electronics,3.038929372,89.31795623,Cash
98.97479114,Books,9.656547118,89.31824402,PayPal
107.4269973,Electronics,18.10204996,89.32494738,Debit Card
104.4401447,Books,15.11110862,89.32903606,Credit Card
97.38195555,Books,8.049102333,89.33285322,Credit Card
99.3550748,Home Decor,10.02219344,89.33288136,Cash
102.7021414,Books,13.36602219,89.33611917,PayPal
108.5643646,Books,19.22745033,89.33691431,Cash
95.83273375,Books,6.494124229,89.33860952,Debit Card
94.62967887,Home Decor,5.281224643,89.34845423,Credit Card
92.86303038,Books,3.513057938,89.34997244,PayPal
96.4769533,Home Decor,7.120991948,89.35596135,Debit Card
97.51749763,Home Decor,8.158811241,89.35868639,Cash
90.51371606,Clothing,1.154811047,89.35890501,Debit Card
93.20860227,Home Decor,3.842658248,89.36594402,Debit Card
91.49292588,Clothing,2.124420755,89.36850513,Debit Card
92.30485942,Clothing,2.93316165,89.37169777,Credit Card
108.16101,Clothing,18.7885147,89.3724953,Credit Card
99.37321135,Electronics,9.996622906,89.37658844,PayPal
97.54057064,Electronics,8.163799954,89.37677069,Credit Card
108.7536626,Clothing,19.37195603,89.38170661,Debit Card
96.50955875,Clothing,7.124702814,89.38485594,Cash
96.63887045,Clothing,7.253539411,89.38533104,Cash
89.50273905,Clothing,0.105167825,89.39757123,Cash
92.14634625,Electronics,2.745638011,89.40070824,PayPal
106.5457919,Books,17.14442869,89.40136319,Cash
96.66362336,Home Decor,7.25922254,89.40440082,Debit Card
102.0300099,Clothing,12.62404496,89.40596494,PayPal
106.8278917,Books,17.42119608,89.40669566,Debit Card
102.1680818,Electronics,12.75651384,89.41156794,Debit Card
96.79698192,Electronics,7.383103151,89.41387877,Debit Card
102.1407702,Electronics,12.72688418,89.41388602,Debit Card
93.35303314,Electronics,3.937564168,89.41546897,PayPal
95.66490671,Books,6.247515692,89.41739102,Credit Card
102.6300455,Electronics,13.19161348,89.438432,Cash
92.58082614,Clothing,3.12946491,89.45136123,Debit Card
105.2904355,Electronics,15.83872174,89.45171378,Cash
91.04236756,Books,1.589042744,89.45332482,Credit Card
104.1931848,Home Decor,14.73405595,89.45912888,Credit Card
94.96806249,Books,5.508344382,89.45971811,PayPal
105.6546607,Home Decor,16.19043356,89.46422716,PayPal
91.68592648,Books,2.220917324,89.46500916,Credit Card
98.59341339,Electronics,9.127587085,89.46582631,Cash
101.4959012,Home Decor,12.02930362,89.46659758,Credit Card
99.03978399,Clothing,9.563514507,89.47626948,Cash
99.49891514,Clothing,10.01794317,89.48097197,Debit Card
91.5997731,Clothing,2.117389778,89.48238332,Debit Card
96.26987636,Clothing,6.78420865,89.48566771,Cash
105.2396043,Clothing,15.75347704,89.48612722,PayPal
96.64268542,Home Decor,7.150801555,89.49188387,Cash
109.200363,Electronics,19.70808698,89.49227598,Cash
96.81286768,Home Decor,7.32004075,89.49282693,Cash
96.71304508,Home Decor,7.220150937,89.49289414,PayPal
99.09882867,Books,9.604177941,89.49465073,Credit Card
94.16013818,Home Decor,4.661952289,89.49818589,Cash
90.17887206,Clothing,0.676751675,89.50212039,Debit Card
107.8247473,Electronics,18.31822157,89.50652575,PayPal
108.9254176,Clothing,19.4179978,89.50741975,Credit Card
93.42168603,Clothing,3.914249456,89.50743657,Debit Card
98.29086164,Books,8.779366096,89.51149554,Credit Card
93.86200404,Books,4.33768195,89.52432209,PayPal
105.1568768,Home Decor,15.62854584,89.52833096,Debit Card
108.6202433,Books,19.09165422,89.52858906,PayPal
96.6485218,Books,7.119206218,89.52931558,Cash
109.4172438,Books,19.87559243,89.54165132,Cash
94.62459336,Clothing,5.080276972,89.54431639,Credit Card
99.81942915,Books,10.27301492,89.54641423,PayPal
98.1507044,Electronics,8.602382907,89.54832149,Credit Card
103.2299132,Electronics,13.67939876,89.55051448,Debit Card
103.7991597,Electronics,14.2481285,89.55103118,Credit Card
94.96328994,Electronics,5.412158114,89.55113183,Cash
92.9597491,Books,3.404415519,89.55533358,PayPal
90.4278507,Electronics,0.871207161,89.55664354,Credit Card
90.22737306,Electronics,0.669620053,89.55775301,Cash
95.40521517,Home Decor,5.840327282,89.56488789,PayPal
108.8619193,Books,19.29599944,89.56591982,Credit Card
93.22871805,Clothing,3.656985283,89.57173277,PayPal
91.199599,Home Decor,1.625860024,89.57373898,Debit Card
92.42096162,Home Decor,2.845329286,89.57563233,Debit Card
95.33676743,Home Decor,5.760798995,89.57596844,Debit Card
93.5746377,Clothing,3.997018901,89.5776188,Cash
92.5069904,Clothing,2.920897127,89.58609327,PayPal
106.7041169,Home Decor,17.11065835,89.59345853,Cash
94.45442235,Electronics,4.859700535,89.59472182,Credit Card
101.2455272,Books,11.6504484,89.59507878,Debit Card
95.74055505,Electronics,6.141648086,89.59890696,PayPal
98.3557586,Home Decor,8.754507891,89.60125071,Cash
92.12184007,Books,2.517139462,89.60470061,Cash
91.45089942,Clothing,1.841302748,89.60959667,Debit Card
93.26309651,Home Decor,3.652170305,89.61092621,Debit Card
95.57339996,Clothing,5.962263884,89.61113608,Credit Card
91.42991936,Books,1.818105464,89.6118139,PayPal
90.90014889,Electronics,1.2811712,89.61897769,Cash
98.33542005,Books,8.713660956,89.62175909,Cash
107.2502871,Clothing,17.62328358,89.62700352,Credit Card
89.98447803,Electronics,0.347596816,89.63688121,PayPal
95.0425768,Electronics,5.404238143,89.63833866,Cash
95.54559543,Home Decor,5.900908399,89.64468703,PayPal
95.32635028,Books,5.681643292,89.64470699,PayPal
108.3200439,Electronics,18.67228598,89.64775794,Cash
104.5433761,Home Decor,14.8951011,89.64827496,Debit Card
98.21962262,Books,8.569055795,89.65056683,Debit Card
96.53431956,Books,6.873717082,89.66060248,Debit Card
103.9761726,Books,14.31405842,89.66211415,Cash
98.19570935,Electronics,8.527765545,89.66794381,Credit Card
91.22916951,Clothing,1.558779613,89.6703899,Credit Card
96.31645912,Books,6.624161753,89.69229737,Cash
95.30139052,Clothing,5.604321683,89.69706884,Debit Card
97.47567344,Electronics,7.778111238,89.6975622,PayPal
98.91191637,Electronics,9.211711408,89.70020496,PayPal
93.83465861,Home Decor,4.130770207,89.7038884,PayPal
105.1978427,Books,15.49033051,89.7075122,Credit Card
99.86516103,Electronics,10.15689772,89.70826331,Cash
94.84279384,Books,5.129989843,89.712804,Cash
91.30833911,Books,1.589864637,89.71847447,PayPal
107.9675355,Home Decor,18.24477302,89.7227625,PayPal
99.79740243,Electronics,10.07276804,89.72463439,Cash
96.85271508,Electronics,7.125682979,89.7270321,Credit Card
106.4347093,Home Decor,16.70546079,89.72924847,Cash
106.4092685,Clothing,16.67818622,89.73108232,PayPal
106.2128178,Home Decor,16.4801061,89.7327117,Credit Card
93.24039692,Electronics,3.507274892,89.73312203,PayPal
95.9501532,Home Decor,6.214468546,89.73568465,PayPal
94.72221948,Clothing,4.986495605,89.73572388,Credit Card
97.80077845,Home Decor,8.063783113,89.73699534,PayPal
90.5469723,Books,0.808660419,89.73831188,PayPal
108.8120709,Clothing,19.07185606,89.74021486,PayPal
100.4565116,Electronics,10.70791469,89.74859691,PayPal
99.7305931,Clothing,9.97716296,89.75343014,Debit Card
95.39860954,Electronics,5.639224269,89.75938527,Credit Card
92.47018915,Home Decor,2.707736047,89.7624531,PayPal
97.93638806,Electronics,8.173340386,89.76304767,PayPal
107.7032059,Clothing,17.92593344,89.77727248,Cash
109.686093,Clothing,19.89960993,89.78648303,Credit Card
106.6322398,Home Decor,16.84034293,89.79189683,Credit Card
97.85484444,Electronics,8.059807507,89.79503693,Credit Card
90.27261355,Electronics,0.476741064,89.79587249,PayPal
106.1690075,Electronics,16.37306507,89.79594238,PayPal
90.36201797,Books,0.565096055,89.79692192,Debit Card
106.8604252,Clothing,17.0617098,89.79871542,PayPal
98.00773368,Home Decor,8.205642578,89.8020911,Cash
109.3556173,Electronics,19.54880006,89.80681728,Debit Card
99.11604405,Books,9.3072753,89.80876875,PayPal
104.6727429,Clothing,14.86391547,89.80882743,PayPal
100.7195943,Electronics,10.90699609,89.81259824,Cash
103.6414796,Clothing,13.828556,89.8129236,Credit Card
91.669278,Clothing,1.854174535,89.81510347,Cash
96.61508312,Electronics,6.795909762,89.81917336,Cash
107.9630813,Clothing,18.13619571,89.82688561,PayPal
93.780191,Books,3.943609416,89.83658158,PayPal
98.12479074,Electronics,8.287416373,89.83737437,Debit Card
97.36279408,Books,7.524701409,89.83809267,Credit Card
105.9336071,Electronics,16.09550799,89.83809906,Debit Card
105.5751442,Books,15.72236664,89.85277756,Credit Card
105.3146939,Clothing,15.45808573,89.85660812,Cash
102.1796262,Clothing,12.31924908,89.86037707,Credit Card
90.36022098,Books,0.497223115,89.86299787,Cash
99.58640334,Books,9.722600354,89.86380299,Credit Card
97.81281618,Clothing,7.946834499,89.86598168,Debit Card
100.8832829,Home Decor,11.01613684,89.86714601,Cash
97.18398614,Clothing,7.30625937,89.87772677,PayPal
105.3701102,Home Decor,15.49162026,89.8784899,Credit Card
101.4215215,Home Decor,11.53842956,89.88309193,Cash
91.98642478,Books,2.097608067,89.88881671,Cash
96.90347776,Clothing,7.012937941,89.89053982,Credit Card
94.27761393,Books,4.385652989,89.89196094,PayPal
92.41266996,Electronics,2.519666409,89.89300355,PayPal
98.98467132,Clothing,9.08501313,89.89965819,Debit Card
91.65343698,Clothing,1.750088442,89.90334854,Debit Card
93.2886728,Clothing,3.377789216,89.91088358,Credit Card
106.8884638,Electronics,16.97656544,89.91189838,Debit Card
93.37155307,Electronics,3.447573616,89.92397945,Credit Card
97.62768966,Home Decor,7.702671282,89.92501838,Cash
92.59363804,Clothing,2.667612324,89.92602572,Debit Card
103.708436,Electronics,13.77172418,89.9367118,PayPal
97.69228935,Home Decor,7.753730325,89.93855903,Cash
103.2473939,Electronics,13.3018638,89.94553014,PayPal
95.86214202,Home Decor,5.916178242,89.94596378,Cash
108.5012071,Books,18.55223958,89.94896748,PayPal
92.81195483,Clothing,2.858064784,89.95389005,Credit Card
97.48411247,Electronics,7.525717951,89.95839452,Credit Card
98.23000604,Electronics,8.265960566,89.96404547,Debit Card
97.690736,Home Decor,7.725827369,89.96490863,PayPal
94.15113968,Books,4.180127571,89.97101211,Cash
95.20053024,Books,5.228061951,89.97246829,Credit Card
94.24087292,Electronics,4.266626228,89.97424669,Cash
99.80616234,Home Decor,9.830977057,89.97518528,PayPal
97.29730016,Electronics,7.321717479,89.97558268,Debit Card
97.92479349,Home Decor,7.936107745,89.98868575,Credit Card
103.6604231,Books,13.66538033,89.99504279,PayPal
107.1745143,Home Decor,17.17510018,89.99941409,PayPal
108.414056,Clothing,18.41402603,90.00002995,Credit Card
91.58549286,Home Decor,1.583807593,90.00168527,PayPal
109.1423045,Home Decor,19.13584393,90.00646058,Debit Card
99.9012087,Books,9.893270868,90.00793783,PayPal
94.1218653,Electronics,4.10589092,90.01597438,Cash
104.5960832,Electronics,14.57518598,90.0208972,Debit Card
94.82993048,Books,4.807961023,90.02196946,Debit Card
104.4531305,Books,14.42764594,90.02548452,Debit Card
91.34335218,Home Decor,1.315860109,90.02749207,Credit Card
93.35429898,Home Decor,3.318419515,90.03587947,Credit Card
93.54754908,Home Decor,3.508703595,90.03884549,Cash
104.5472444,Electronics,14.49978136,90.04746304,Credit Card
101.1299601,Electronics,11.07723576,90.05272436,Credit Card
93.74228272,Books,3.681019186,90.06126353,Credit Card
107.5965371,Home Decor,17.53069225,90.06584483,Debit Card
90.63548208,Electronics,0.568485087,90.06699699,Debit Card
95.35113434,Home Decor,5.281979034,90.06915531,Debit Card
102.6313431,Books,12.55511379,90.07622929,PayPal
93.01096782,Clothing,2.932549853,90.07841797,Cash
94.75477664,Books,4.675363773,90.07941287,Credit Card
102.6785576,Home Decor,12.59722169,90.08133591,Credit Card
94.13992024,Books,4.057724898,90.08219534,Debit Card
92.5353942,Clothing,2.453135111,90.08225909,Debit Card
95.3064191,Electronics,5.216922529,90.08949657,Debit Card
90.51977922,Home Decor,0.420747145,90.09903208,Cash
99.16095148,Home Decor,9.060140233,90.10081125,Cash
106.7743657,Home Decor,16.6725106,90.1018551,Debit Card
96.08467836,Books,5.981108348,90.10357001,PayPal
99.1252127,Home Decor,9.019236611,90.10597609,Cash
96.88121394,Home Decor,6.773368593,90.10784535,Debit Card
106.503325,Books,16.38998442,90.11334057,Credit Card
93.00672986,Electronics,2.889649605,90.11708026,Debit Card
94.02695045,Books,3.909706389,90.11724406,Debit Card
93.6910755,Books,3.572554482,90.11852102,Cash
93.8418706,Electronics,3.716963073,90.12490753,Cash
100.0647389,Electronics,9.931977336,90.13276158,PayPal
108.5670092,Books,18.43075595,90.13625323,Debit Card
93.95775852,Home Decor,3.820179163,90.13757936,PayPal
100.520572,Electronics,10.38157577,90.13899622,Debit Card
108.0766351,Home Decor,17.93459443,90.14204069,Debit Card
101.9933806,Clothing,11.84982457,90.14355599,Debit Card
100.9859839,Clothing,10.84165506,90.14432884,Debit Card
95.97427728,Clothing,5.827048344,90.14722894,PayPal
95.05216272,Home Decor,4.901653966,90.15050875,Cash
102.2384478,Books,12.08567412,90.15277364,Debit Card
98.95996103,Home Decor,8.802617723,90.15734331,PayPal
97.23067046,Electronics,7.071784897,90.15888556,Cash
95.25194379,Clothing,5.089358072,90.16258572,Debit Card
94.77974734,Electronics,4.610655313,90.16909203,Credit Card
91.45332511,Books,1.282633867,90.17069124,Cash
107.4701841,Home Decor,17.29697254,90.17321153,PayPal
92.42402832,Electronics,2.247800376,90.17622794,Cash
97.67556174,Clothing,7.498225268,90.17733647,PayPal
93.49499652,Clothing,3.315910792,90.17908573,PayPal
95.29899519,Electronics,5.118080035,90.18091516,Credit Card
94.6558754,Clothing,4.473011979,90.18286342,Cash
101.0810809,Electronics,10.89646944,90.18461145,Cash
98.88916274,Electronics,8.700579623,90.18858312,Credit Card
102.9917797,Books,12.78645484,90.20532482,PayPal
93.08612151,Clothing,2.879033742,90.20708777,Cash
95.1511585,Electronics,4.940723086,90.21043541,PayPal
97.70569127,Electronics,7.49305287,90.2126384,Debit Card
92.18988465,Clothing,1.976009277,90.21387537,Credit Card
101.8275323,Books,11.60824671,90.21928554,PayPal
93.94056495,Home Decor,3.71738938,90.22317557,PayPal
105.3194412,Clothing,15.09600679,90.22343443,Credit Card
102.113833,Clothing,11.8887796,90.22505344,PayPal
98.05875873,Books,7.833600596,90.22515813,PayPal
109.4066205,Clothing,19.18093015,90.22569035,Debit Card
103.3589182,Books,13.13302067,90.22589749,PayPal
92.10873447,Home Decor,1.878925712,90.22980876,Credit Card
92.26521602,Electronics,2.034152409,90.23106361,PayPal
104.8182034,Books,14.57528173,90.24292169,Credit Card
93.45810282,Clothing,3.213526634,90.24457619,Credit Card
94.43628916,Electronics,4.186677051,90.24961211,Credit Card
97.072611,Clothing,6.819600727,90.25301027,Debit Card
96.44572864,Electronics,6.188772427,90.25695621,Debit Card
94.01503896,Clothing,3.7497924,90.26524656,PayPal
90.93245436,Electronics,0.66654744,90.26590692,Credit Card
110.0408258,Home Decor,19.76774582,90.27307993,Debit Card
103.5285655,Electronics,13.25435518,90.27421031,PayPal
91.1321977,Clothing,0.84976067,90.28243703,Credit Card
102.148895,Clothing,11.86619422,90.28270074,Cash
98.24969095,Electronics,7.966072516,90.28361843,PayPal
104.169083,Electronics,13.88277072,90.28631224,Cash
108.1785076,Electronics,17.89148877,90.28701887,Debit Card
103.941906,Home Decor,13.64553679,90.29636921,PayPal
92.8342314,Home Decor,2.537391545,90.29683986,Cash
97.67490129,Home Decor,7.375434448,90.29946684,Debit Card
105.56862,Home Decor,15.26601819,90.30260177,Cash
102.0592258,Clothing,11.75581912,90.30340666,PayPal
102.6805838,Electronics,12.37305384,90.30753,PayPal
91.04043392,Books,0.732474943,90.30795898,Debit Card
100.3740946,Home Decor,10.05810524,90.31598936,Cash
91.5153364,Clothing,1.198933529,90.31640287,PayPal
91.47511849,Electronics,1.157293184,90.31782531,Cash
104.3498399,Home Decor,14.02501808,90.32482177,PayPal
96.55895932,Electronics,6.229135863,90.32982346,Debit Card
106.2402685,Home Decor,15.90715282,90.33311572,Debit Card
96.3667968,Books,6.03319101,90.33360579,PayPal
101.918603,Clothing,11.58291653,90.33568649,PayPal
104.2719529,Clothing,13.93524698,90.33670596,Cash
97.84267157,Home Decor,7.505118686,90.33755288,PayPal
92.97930924,Electronics,2.635689309,90.34361993,Cash
106.4542853,Electronics,16.11045143,90.34383391,Debit Card
97.88633178,Electronics,7.536866706,90.34946507,Cash
94.94558214,Home Decor,4.595257755,90.35032439,Cash
94.19542608,Books,3.842862131,90.35256395,Credit Card
91.89050262,Electronics,1.536269492,90.35423313,Cash
91.71234523,Clothing,1.356591991,90.35575324,Credit Card
91.08005805,Electronics,0.713665299,90.36639275,Credit Card
100.0971225,Electronics,9.729733414,90.36738912,Credit Card
96.54411979,Books,6.176484084,90.36763571,PayPal
101.8309856,Home Decor,11.46239731,90.36858833,Cash
104.764661,Clothing,14.39012305,90.37453796,Credit Card
99.80836334,Home Decor,9.428878041,90.3794853,PayPal
92.78604279,Clothing,2.402866102,90.38317669,Debit Card
106.5479062,Books,16.16049759,90.38740865,Cash
97.66451916,Electronics,7.274373122,90.39014604,PayPal
91.7293728,Books,1.338659855,90.39071295,Credit Card
92.57804187,Clothing,2.185695901,90.39234597,Debit Card
95.56933876,Electronics,5.176792899,90.39254586,Cash
93.95862482,Books,3.564175114,90.39444971,Cash
99.108345,Clothing,8.712107945,90.39623706,PayPal
95.66131442,Clothing,5.262721206,90.39859321,Cash
96.03624915,Home Decor,5.635648361,90.40060079,Cash
98.0952495,Electronics,7.693606214,90.40164329,Credit Card
91.1240905,Electronics,0.717274437,90.40681606,Credit Card
92.8513939,Books,2.444416204,90.4069777,Debit Card
92.64415029,Clothing,2.229497768,90.41465252,Cash
108.7392862,Clothing,18.31988996,90.41939623,PayPal
92.32151346,Home Decor,1.898104488,90.42340897,Cash
108.3015785,Books,17.87076454,90.43081398,PayPal
